KOH;500;gr;Lemari Depo I;padat;;;;;;;;
Laktosa;600;gr;Lemari Depo I;padat;;;;;;;;
Lanolin;4000;gr;Lemari Depo I;padat;;;;;;;;
Lead (II) Acetat Trihydrate;250;gr;Lemari Depo I;padat;;;;;;;;
Lead (II) Nitrat;50;gr;Lemari Depo I;padat;;;;;;;;
Logam Al;0;gr;Lemari Depo I;padat;;;;;;;;
Magnesium;300;gr;Lemari Depo I;padat;;;;;;;;
Magnesium ribbon;0;gr;Lemari Depo I;padat;;;;;;;;
Magnesium serbuk;0;gr;Lemari Depo I;padat;;;;;;;;
Magnesium stearat;5000;gr;Lemari Depo I;padat;;;;;;;;
Magnesium sulfat;100;gr;Lemari Depo I;padat;;;;;;;;
Magnesium sulfat heptahidrat;0;gr;Lemari Depo I;padat;;;;;;;;
Menthol;1500;gr;Lemari Depo I;padat;;;;;;;;
Mercury (II) Chloride;0;gr;Lemari Depo I;padat;;;;;;;;
Mercury (II) Nitrat;50;gr;Lemari Depo I;padat;;;;;;;;
Methyl red;100;gr;Lemari Depo I;padat;;;;;;;;
Metyl morfin;0;gr;Lemari Depo I;padat;;;;;;;;
Metyl paraben;3000;gr;Lemari Depo I;padat;;;;;;;;
Na Carbonate;0;gr;Lemari Depo I;padat;;;;;;;;
Na CMC;800;gr;Lemari Depo I;padat;;;;;;;;
Na EDTA;1500;gr;Lemari Depo I;padat;;;;;;;;
Na2S2O2;1000;gr;Lemari Depo I;padat;;;;;;;;
NaCl;2800;gr;Lemari Depo I;padat;;;;;;;;
NaOH;5000;gr;Lemari Depo I;padat;;;;;;;;
NaOH 98%;0;gr;Lemari Depo I;padat;;;;;;;;
Natrium tiosulfat;1500;gr;Lemari Depo I;padat;;;;;;;;
Natrium asetat;750;gr;Lemari Depo I;padat;;;;;;;;
Natrium Benzoat;1000;gr;Lemari Depo I;padat;;;;;;;;
Natrium bikarbonat;1950;gr;Lemari Depo I;padat;;;;;;;;
Natrium karbonat;1000;gr;Lemari Depo I;padat;;;;;;;;
Natrium lauril sulfat;1500;gr;Lemari Depo I;padat;;;;;;;;
Natrium nitrat;1300;gr;Lemari Depo I;padat;;;;;;;;
Natrium nitrit;500;gr;Lemari Depo I;padat;;;;;;;;
Natrium oksalat;1000;gr;Lemari Depo I;padat;;;;;;;;
Natrium sub carbonate;500;gr;Lemari Depo I;padat;;;;;;;;
Natrium sulfat;0;gr;Lemari Depo I;padat;;;;;;;;
Nipagin;4600;gr;Lemari Depo I;padat;;;;;;;;
Nipasol;2000;gr;Lemari Depo I;padat;;;;;;;;
Norit;1200;gr;Lemari Depo I;padat;;;;;;;;
Ortho phosphoric acid 99%;300;gr;Lemari Depo I;padat;;;;;;;;
p-Anisidine;100;gr;Lemari Depo I;padat;;;;;;;;
Parafin solid;3000;gr;Lemari Depo I;padat;;;;;;;;
PCT;1000;gr;Lemari Depo I;padat;;;;;;;;
PEG;3000;gr;Lemari Depo I;padat;;;;;;;;
PGA;2500;gr;Lemari Depo I;padat;;;;;;;;
PGS;1000;gr;Lemari Depo I;padat;;;;;;;;
Phenolphthalein (Indikator PP);100;gr;Lemari Depo I;padat;;;;;;;;
Phloroglucinol;110;gr;Lemari Depo I;padat;;;;;;;;
Piridoksin;770;gr;Lemari Depo I;padat;;;;;;;;
Potassium acetate;0;gr;Lemari Depo I;padat;;;;;;;;
Potassium bichromate;0;gr;Lemari Depo I;padat;;;;;;;;
Potassium bromate;0;gr;Lemari Depo I;padat;;;;;;;;
Potassium Dicromate;100;gr;Lemari Depo I;padat;;;;;;;;
Potassium dyhidrogen phosphate;2000;gr;Lemari Depo I;padat;;;;;;;;
Potassium iodida;300;gr;Lemari Depo I;padat;;;;;;;;
Povidon;0;gr;Lemari Depo I;padat;;;;;;;;
Prokain HCl;2000;gr;Lemari Depo I;padat;;;;;;;;
PVP;500;gr;Lemari Depo I;padat;;;;;;;;
Resorcinol;100;gr;Lemari Depo I;padat;;;;;;;;
Saccharum Lactis;2000;gr;Lemari Depo I;padat;;;;;;;;
Sakarin;500;gr;Lemari Depo I;padat;;;;;;;;
Silica gel;1100;gr;Lemari Depo I;padat;;;;;;;;
SLS Powder;0;gr;Lemari Depo I;padat;;;;;;;;
Sodium acetate anhydrous;1000;gr;Lemari Depo I;padat;;;;;;;;
Sodium carbonate;450;gr;Lemari Depo I;padat;;;;;;;;
Sodium nitrite p.a smart lab;500;gr;Lemari Depo I;padat;;;;;;;;
Sodium nitroprusside dihydrate;500;gr;Lemari Depo I;padat;;;;;;;;
Sukrosa;2250;gr;Lemari Depo I;padat;;;;;;;;
Sulfur praeciptatum;2500;gr;Lemari Depo I;padat;;;;;;;;
Talk;4300;gr;Lemari Depo I;padat;;;;;;;;
Teophylin;100;gr;Lemari Depo I;padat;;;;;;;;
Tetra;0;gr;Lemari Depo I;padat;;;;;;;;
Tetrakain HCl;1000;gr;Lemari Depo I;padat;;;;;;;;
Tetrasiklin;1000;gr;Lemari Depo I;padat;;;;;;;;
Tragakan;2100;gr;Lemari Depo I;padat;;;;;;;;
Urea;500;gr;Lemari Depo I;padat;;;;;;;;
Vanilin;1000;gr;Lemari Depo I;padat;;;;;;;;
Vaselin;0;gr;Lemari Depo I;padat;;;;;;;;
Vaselin (petrolatum) white;0;gr;Lemari Depo I;padat;;;;;;;;
Vaselin album;12000;gr;Lemari Depo I;padat;;;;;;;;
Vaselin flavum;12500;gr;Lemari Depo I;padat;;;;;;;;
Vit. B6;0;gr;Lemari Depo I;padat;;;;;;;;
Vit. C uncoated;500;gr;Lemari Depo I;padat;;;;;;;;
Zinc;500;gr;Lemari Depo I;padat;;;;;;;;
Zinc logam;0;gr;Lemari Depo I;padat;;;;;;;;
Zinc okide;200;gr;Lemari Depo I;padat;;;;;;;;
Zinc sulfat;500;gr;Lemari Depo I;padat;;;;;;;;
ZnO;4500;gr;Lemari Depo I;padat;;;;;;;;
ZnSO4;200;gr;Lemari Depo I;padat;;;;;;;;
Amylum Tritici;500;gr;Lemari Depo I;padat;;;;;;;;
Amylum ;1500;gr;Lemari Depo I;padat;;;;;;;;
Ammonium Perusulphate;1000;gr;Lemari Depo I;padat;;;;;;;;
Amylum Solami;500;gr;Lemari Depo I;padat;;;;;;;;
Albumin;650;gr;Lemari Depo I;padat;;;;;;;;
Ammonium Molybolate;100;gr;Lemari Depo I;padat;;;;;;;;
Asam Tatrat;1000;gr;Lemari Depo I;padat;;;;;;;;
Bentonit Magma;1000;gr;Lemari Depo I;padat;;;;;;;;
BHT;2500;gr;Lemari Depo I;padat;;;;;;;;
Benziden;1000;gr;Lemari Depo I;padat;;;;;;;;
Carmin;1000;gr;Lemari Depo I;padat;;;;;;;;
Cetostearyl ;1000;gr;Lemari Depo I;padat;;;;;;;;
Iron (II) Chloride;250;gr;Lemari Depo I;padat;;;;;;;;
Mangan Sulfat (MnSO4);1000;gr;Lemari Depo I;padat;;;;;;;;
Mercury (II) Sulfate;50;gr;Lemari Depo I;padat;;;;;;;;
Pottasium Cromate;1000;gr;Lemari Depo I;padat;;;;;;;;
Propylene Paraben;1000;gr;Lemari Depo I;padat;;;;;;;;
Sodium Oxalate (Na2C2O4);2000;gr;Lemari Depo I;padat;;;;;;;;
C6H6O2 Hidrokuinon;50;gr;Lemari Depo I;padat;;;;;;;;
D-Glucose Monohydrate;1000;gr;Lemari Depo I;padat;;;;;;;;
Maltosa;1000;gr;Lemari Depo I;padat;;;;;;;;
Asam Silicat;1000;gr;Lemari Depo I;padat;;;;;;;;
Lactose Broth;500;gr;Lemari Depo I;padat;;;;;;;;
EMB Agar;500;gr;Lemari Depo I;padat;;;;;;;;
BGLB;500;gr;Lemari Depo I;padat;;;;;;;;
Muller Hinton Agar;500;gr;Lemari Depo I;padat;;;;;;;;
Simon Citrate Agar;500;gr;Lemari Depo I;padat;;;;;;;;
Trypthone Soya Broth;500;gr;Lemari Depo I;padat;;;;;;;;
Nutrient Agar;500;gr;Lemari Depo I;padat;;;;;;;;
Metyl Morfin;500;gr;Lemari Depo I;padat;;;;;;;;
Oleum Cacao;500;gr;Lemari Depo I;padat;;;;;;;;
P Amadup;40;gr;Lemari Depo I;padat;;;;;;;;
Gum Arabicum;1000;gr;Lemari Depo I;padat;;;;;;;;
amonium molibdat pro analisis;100;gr;Lemari Depo I;padat;;;;;;;;
Calsium Lactat;1000;gr;Lemari Depo I;padat;;;;;;;;
DPPH (himedia);1;gr;Lemari Depo I;padat;;;;;;;;
Masker Medis;7;gr;Lemari Depo I;padat;;;;;;;;
handscon;7;gr;Lemari Depo I;padat;;;;;;;;
Amilum Solani;400;gr;Lemari Depo I;padat;;;;;;;;
Alumunium Potassium Sulfate Dodecahydrate;500;gr;Lemari Depo I;padat;;;;;;;;
Butilhidroksituluena (BHT);2500;gr;Lemari Depo I;padat;;;;;;;;
Amilum;800;gr;Lemari Depo I;padat;;;;;;;;
Amilum Tritici;500;gr;Lemari Depo I;padat;;;;;;;;
Asam Tartrat;2000;gr;Lemari Depo I;padat;;;;;;;;
Benzidin;1000;gr;Lemari Depo I;padat;;;;;;;;
Bentonit Magma;1000;gr;Lemari Depo I;padat;;;;;;;;
Bismuth Subnitrat;1000;gr;Lemari Depo I;padat;;;;;;;;
Carmin;2000;gr;Lemari Depo I;padat;;;;;;;;
Calcii Lactat;1200;gr;Lemari Depo I;padat;;;;;;;;
Ceto Stearyl;1000;gr;Lemari Depo I;padat;;;;;;;;
Ferri Nitrat;500;gr;Lemari Depo I;padat;;;;;;;;
Efedrin HCL;1000;gr;Lemari Depo I;padat;;;;;;;;
Mangan Sufat (MnSO4);500;gr;Lemari Depo I;padat;;;;;;;;
Iron (II) Chloride Tetrahydrate;500;gr;Lemari Depo I;padat;;;;;;;;
Mangan Sulfat;250;gr;Lemari Depo I;padat;;;;;;;;
Magnesium Klorida (MgCl2);1000;gr;Lemari Depo I;padat;;;;;;;;
PEG 6000;40000;gr;Lemari Depo I;padat;;;;;;;;
Sodium Thiosulfat (Na2S2O3);2000;gr;Lemari Depo I;padat;;;;;;;;
Indocol (Pewarna Orange);500;gr;Lemari Depo I;padat;;;;;;;;
Propil Paraben;1500;gr;Lemari Depo I;padat;;;;;;;;
Sodium Benzoat;1000;gr;Lemari Depo I;padat;;;;;;;;
Sodium Sulfate;1500;gr;Lemari Depo I;padat;;;;;;;;
Potassium Chromate;1000;gr;Lemari Depo I;padat;;;;;;;;
Sodium Oxalate;500;gr;Lemari Depo I;padat;;;;;;;;
Potassium Thiocyanate;250;gr;Lemari Depo I;padat;;;;;;;;
Ammonium Molybdate;200;gr;Lemari Depo I;padat;;;;;;;;
di-Sodium Hydrogen Phospate;500;gr;Lemari Depo I;padat;;;;;;;;
Ammonium Perosulphate;1000;gr;Lemari Depo I;padat;;;;;;;;
Manitol;1000;gr;Lemari Depo I;padat;;;;;;;;
Sodium Sulfide;2000;gr;Lemari Depo I;padat;;;;;;;;
Natrium Molybdate;25;gr;Lemari Depo I;padat;;;;;;;;
Aniline Sulfate;25;gr;Lemari Depo I;padat;;;;;;;;
Iron (II) Sulfate;500;gr;Lemari Depo I;padat;;;;;;;;
C8H8N6O6;100;gr;Lemari Depo I;padat;;;;;;;;
Potato Dextrose Agar (PDA);500;gr;Lemari Depo I;padat;;;;;;;;
Aluminium Pottasium Sulfate Dodecahydrate;500;gr;Lemari Depo I;padat;;;;;;;;
Amilum;300;gr;Lemari Depo I;padat;;;;;;;;
Butilhidroksitoluena (B.H.T);2000;gr;Lemari Depo I;padat;;;;;;;;
Calcii Lactat;200;gr;Lemari Depo I;padat;;;;;;;;
Ceta Stearyl;1000;gr;Lemari Depo I;padat;;;;;;;;
Feri Nitrat;500;gr;Lemari Depo I;padat;;;;;;;;
Iron (II) Chloride Tetrahydrate;500;gr;Lemari Depo I;padat;;;;;;;;
Mangan Sulfat;250;gr;Lemari Depo I;padat;;;;;;;;
Na2S2O3 (Sodium Thiosulfat);1000;gr;Lemari Depo I;padat;;;;;;;;
EBT;25;gr;Lemari Depo I;padat;;;;;;;;
Propil Paraben;1500;gr;Lemari Depo I;padat;;;;;;;;
Sodium Sulfat;500;gr;Lemari Depo I;padat;;;;;;;;
Logam Zn;100;gr;Lemari Depo I;padat;;;;;;;;
Media EC Broth;500;gr;Lemari Depo I;padat;;;;;;;;
Trichloroacetic;100;gr;Lemari Depo I;padat;;;;;;;;
Phenol;250;gr;Lemari Depo I;padat;;;;;;;;
PDA Agar;500;gr;Lemari Depo I;padat;;;;;;;;
EMB Agar;1000;gr;Lemari Depo I;padat;;;;;;;;
Nutrient Agar (NA);500;gr;Lemari Depo I;padat;;;;;;;;
Nutrient Broth (NB) Agar;500;gr;Lemari Depo I;padat;;;;;;;;
Selenith Agar;500;gr;Lemari Depo I;padat;;;;;;;;
Simmon's Citrat Agar;1000;gr;Lemari Depo I;padat;;;;;;;;
MHA;500;gr;Lemari Depo I;padat;;;;;;;;
Brillian Green Agar;500;gr;Lemari Depo I;padat;;;;;;;;
VP-MR Medium;500;gr;Lemari Depo I;padat;;;;;;;;
Lactose Broth Agar;500;gr;Lemari Depo I;padat;;;;;;;;
Tryptone Soya Broth;500;gr;Lemari Depo I;padat;;;;;;;;
Peptone Water Agar;500;gr;Lemari Depo I;padat;;;;;;;;
SIM Agar;500;gr;Lemari Depo I;padat;;;;;;;;
Mac Conkey Agar;500;gr;Lemari Depo I;padat;;;;;;;;
TSIA Agar;500;gr;Lemari Depo I;padat;;;;;;;;
TCBS Agar;500;gr;Lemari Depo I;padat;;;;;;;;
Sabaroad Dextrose Agar (SDA);500;gr;Lemari Depo I;padat;;;;;;;;
Mannitol Salt Agar (MSA);500;gr;Lemari Depo I;padat;;;;;;;;
Endo Agar;500;gr;Lemari Depo I;padat;;;;;;;;
Ammonium Iron;50;gr;Lemari Depo I;padat;;;;;;;;
Eriochrone;4;gr;Lemari Depo I;padat;;;;;;;;
Alumunium Chloride;500;gr;Lemari Depo I;padat;;;;;;;;
MHA;500;gr;Lemari Depo I;padat;;;;;;;;
Nutrient Broth (NB) EXP 2026;500;gr;Lemari Depo I;padat;;;;;;;;
PDA Agar EXP 2026;500;gr;Lemari Depo I;padat;;;;;;;;
Ferric Nitrate Nanohydrate EXP 2027;500;gr;Lemari Depo I;padat;;;;;;;;
N-(1-Naphthyl) ethylenediamine dihydro-chloride;25;gr;Lemari Depo I;padat;;;;;;;;
FeCl3;5;gr;Lemari Depo I;padat;;;;;;;;
Natrium Dithionite/Sodium Dithionite;50;gr;Lemari Depo I;padat;;;;;;;;
Chlorpeniramine;100;gr;Lemari Depo I;padat;;;;;;;;
Codein;50;gr;Lemari Depo I;padat;;;;;;;;
Cravit;1000;gr;Lemari Depo I;padat;;;;;;;;
Efedrin;2100;gr;Lemari Depo I;padat;;;;;;;;
Gliceryl Guaiacolat (GG);2300;gr;Lemari Depo I;padat;;;;;;;;
Salbutamol;1000;gr;Lemari Depo I;padat;;;;;;;;
Pehacort;150;gr;Lemari Depo I;padat;;;;;;;;
